state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,class
31,120,510,2500.0,0,1,20,170.0,90,28.0,190.0,105,18.0,210.0,100,9.0,10.0,3,3.1,0,0
12,90,415,2600.0,0,0,5,170.0,95,28.0,190.0,95,15.0,210.0,100,9.0,10.0,4,2.5,1,0
38,120,408,1800.0,0,1,0,140.0,80,22.0,160.0,85,12.0,170.0,90,7.0,8.0,3,1.8,2,0
45,200,510,4000.0,1,0,10,300.0,140,45.0,300.0,140,25.0,350.0,150,12.0,15.0,10,4.5,0,1
5,30,415,800.0,0,0,0,80.0,30,10.0,70.0,40,5.0,80.0,30,3.0,4.0,1,0.5,3,0
49,220,408,4100.0,0,1,30,320.0,140,52.0,340.0,150,26.0,350.0,155,13.0,16.0,10,4.9,5,0
15,55,510,1100.0,0,0,0,100.0,55,15.0,110.0,65,8.0,120.0,65,4.0,5.0,1,1.0,6,0
28,105,415,1900.0,0,1,8,150.0,85,22.0,160.0,85,12.0,180.0,90,7.0,9.0,3,1.8,7,0
33,130,408,2600.0,0,0,12,190.0,100,28.0,200.0,100,14.0,220.0,110,8.0,10.0,5,2.2,8,0
2,10,415,400.0,0,0,0,50.0,15,5.0,30.0,20,3.0,40.0,15,1.0,2.0,0,0.2,9,0
36,150,510,2800.0,0,1,18,260.0,120,35.0,250.0,120,19.0,300.0,130,10.0,13.0,7,3.2,1,0
11,45,415,700.0,0,0,0,90.0,35,12.0,70.0,40,6.0,80.0,35,3.0,4.0,1,0.7,2,0
41,170,408,3000.0,0,1,22,280.0,125,38.0,270.0,125,21.0,320.0,140,12.0,15.0,9,4.0,3,0
6,20,415,500.0,0,0,0,60.0,20,8.0,50.0,30,4.0,60.0,25,2.0,3.0,0,0.3,4,0
44,190,510,3300.0,0,1,28,310.0,135,42.0,310.0,140,23.0,330.0,150,13.0,16.0,10,4.5,5,0
19,65,415,1100.0,0,0,0,110.0,60,18.0,120.0,65,9.0,120.0,65,4.0,5.0,1,1.1,6,0
23,85,408,1400.0,0,1,6,140.0,80,22.0,140.0,85,12.0,170.0,90,7.0,9.0,3,1.7,7,0
39,160,510,2700.0,0,0,15,240.0,110,32.0,230.0,115,17.0,260.0,120,9.0,12.0,6,2.8,8,0
1,5,415,300.0,0,0,0,30.0,10,4.0,20.0,15,2.0,30.0,10,0.5,1.0,0,0.1,9,0
47,210,408,3600.0,1,0,27,320.0,140,48.0,330.0,150,26.0,340.0,155,14.0,17.0,11,4.7,1,0
13,55,510,1200.0,0,0,0,110.0,55,15.0,110.0,65,8.0,120.0,65,4.0,5.0,1,1.0,2,0
31,140,415,2500.0,0,1,12,200.0,100,28.0,210.0,100,14.0,240.0,110,8.0,10.0,5,2.3,3,0
37,170,408,2800.0,0,0,18,260.0,120,35.0,250.0,120,19.0,300.0,130,10.0,13.0,7,3.2,4,0
9,35,415,800.0,0,0,0,90.0,35,12.0,70.0,40,6.0,80.0,35,3.0,4.0,1,0.7,5,0
45,190,510,3200.0,0,1,25,280.0,130,40.0,280.0,130,20.0,310.0,140,11.0,14.0,8,3.5,6,0
3,15,415,400.0,0,0,0,50.0,15,5.0,30.0,20,3.0,40.0,15,1.0,2.0,0,0.2,7,0
46,210,408,3500.0,1,0,28,310.0,140,48.0,330.0,150,26.0,340.0,155,14.0,17.0,11,4.7,8,0
14,60,510,1300.0,0,0,0,120.0,60,18.0,120.0,65,9.0,120.0,65,4.0,5.0,1,1.1,9,0
27,110,415,1900.0,0,1,10,150.0,85,22.0,160.0,85,12.0,180.0,90,7.0,9.0,3,1.8,1,0
34,140,408,2600.0,0,0,12,190.0,100,28.0,200.0,100,14.0,220.0,110,8.0,10.0,5,2.2,2,0
0,5,415,300.0,0,0,0,30.0,10,4.0,20.0,15,2.0,30.0,10,0.5,1.0,0,0.1,3,0
48,200,510,3400.0,0,1,30,310.0,140,45.0,310.0,140,25.0,330.0,150,13.0,16.0,10,4.6,4,0
16,70,415,1400.0,0,0,0,140.0,80,22.0,140.0,85,12.0,170.0,90,7.0,9.0,3,1.7,5,0
32,150,408,2800.0,0,1,20,260.0,120,35.0,250.0,120,19.0,300.0,130,10.0,13.0,7,3.2,6,0
7,25,415,500.0,0,0,0,60.0,20,8.0,50.0,30,4.0,60.0,25,2.0,3.0,0,0.3,7,0
43,180,510,3100.0,0,1,26,300.0,130,42.0,300.0,140,23.0,320.0,140,12.0,15.0,9,4.4,8,0
5,30,415,700.0,0,0,0,90.0,35,12.0,70.0,40,6.0,80.0,35,3.0,4.0,1,0.7,9,0
29,120,408,2200.0,0,1,14,210.0,95,30.0,190.0,105,16.0,260.0,110,9.0,12.0,6,2.6,1,0
40,160,510,2800.0,0,0,18,240.0,110,32.0,230.0,115,17.0,260.0,120,9.0,12.0,6,2.8,2,0
2,10,415,400.0,0,0,0,50.0,15,5.0,30.0,20,3.0,40.0,15,1.0,2.0,0,0.2,3,0
38,140,408,2600.0,0,1,12,190.0,100,28.0,200.0,100,14.0,220.0,110,8.0,10.0,5,2.2,4,0
23,120,415,2100.0,0,0,0,190.5,110,32.1,210.0,95,15.2,190.0,95,8.5,12.0,6,3.0,0,0
47,200,510,3500.0,0,1,12,250.3,140,40.5,260.0,120,22.0,280.0,130,12.0,15.0,9,4.5,1,0
5,60,408,1800.0,1,0,0,120.0,80,20.0,140.0,70,10.0,150.0,80,6.0,8.0,4,2.0,2,0
32,150,415,2500.0,0,0,0,220.0,120,35.0,240.0,110,18.0,230.0,115,10.0,11.0,7,3.5,0,0
48,210,408,4000.0,0,1,5,300.0,150,45.0,310.0,140,25.0,320.0,140,14.0,18.0,12,5.0,1,0
12,80,510,1200.0,0,0,0,170.0,90,28.0,190.0,90,14.0,170.0,90,7.0,9.0,5,2.5,3,0
27,110,415,2200.0,0,1,20,200.0,110,32.0,220.0,100,16.0,210.0,100,9.0,10.0,6,3.0,0,0
39,190,510,3500.0,0,0,0,260.0,140,38.0,280.0,130,22.0,300.0,130,12.0,16.0,10,4.0,1,0
4,45,408,800.0,1,1,30,100.0,60,15.0,120.0,70,12.0,140.0,70,5.0,6.0,3,1.5,4,0
31,140,415,2600.0,0,0,0,230.0,120,36.0,250.0,115,19.0,260.0,115,11.0,12.0,7,3.2,0,0
22,95,510,1800.0,0,1,8,160.0,100,27.0,200.0,90,15.0,190.0,90,8.0,9.0,5,2.8,5,0
18,130,408,2100.0,0,0,0,210.0,110,34.0,230.0,105,18.0,240.0,105,10.0,11.0,6,3.0,6,0
45,170,415,3000.0,0,1,15,280.0,140,42.0,270.0,120,22.0,280.0,120,13.0,15.0,9,4.5,7,0
1,30,510,500.0,1,0,0,80.0,40,10.0,90.0,50,8.0,80.0,50,4.0,4.0,2,1.0,8,0
34,160,408,2800.0,0,0,0,240.0,120,38.0,260.0,110,20.0,250.0,110,11.0,12.0,7,3.5,0,0
28,140,415,2600.0,0,1,25,260.0,130,40.0,280.0,120,22.0,270.0,120,12.0,14.0,8,4.0,1,0
9,70,510,1500.0,0,0,0,140.0,80,25.0,170.0,90,15.0,160.0,90,8.0,9.0,5,2.5,2,0
41,190,415,3500.0,0,1,10,300.0,150,45.0,310.0,140,25.0,320.0,140,14.0,18.0,12,5.0,3,0
15,110,408,2000.0,0,0,0,190.0,110,33.0,210.0,100,17.0,200.0,100,9.0,10.0,6,3.0,4,0
38,180,510,3300.0,0,1,5,280.0,140,42.0,280.0,120,22.0,260.0,120,11.0,13.0,8,4.0,5,0
0,20,415,400.0,1,0,0,60.0,30,12.0,70.0,40,6.0,60.0,40,3.0,3.0,1,0.5,6,0
24,140,408,2400.0,0,0,0,220.0,110,35.0,240.0,110,18.0,230.0,110,10.0,11.0,6,3.0,7,0
37,170,510,3100.0,0,1,12,260.0,140,40.0,270.0,120,22.0,260.0,120,11.0,13.0,8,4.0,8,0
11,90,415,1700.0,0,0,0,170.0,90,28.0,190.0,90,15.0,170.0,90,8.0,9.0,5,2.5,9,0
29,150,408,2600.0,0,1,20,250.0,120,38.0,260.0,110,20.0,250.0,110,11.0,12.0,7,3.5,0,0
6,50,510,900.0,1,1,25,110.0,60,18.0,120.0,70,12.0,140.0,70,5.0,6.0,3,1.5,1,0
42,200,415,3800.0,0,0,0,310.0,150,48.0,320.0,140,24.0,310.0,140,13.0,17.0,11,4.8,2,0
19,120,408,2100.0,0,1,10,210.0,110,35.0,240.0,110,18.0,230.0,110,10.0,11.0,6,3.0,3,0
7,55,510,1100.0,0,0,0,130.0,70,22.0,150.0,80,13.0,140.0,80,6.0,8.0,4,2.0,4,0
23,100,415,1900.0,0,1,5,180.0,90,30.0,200.0,90,15.0,190.0,90,8.0,9.0,5,2.5,5,0
35,160,408,2800.0,0,0,0,240.0,120,38.0,260.0,110,20.0,250.0,110,11.0,12.0,7,3.5,6,0
13,70,510,1400.0,0,1,15,150.0,80,25.0,170.0,90,15.0,160.0,90,8.0,9.0,5,2.5,7,0
46,210,415,4000.0,0,0,0,300.0,150,45.0,310.0,140,25.0,320.0,140,14.0,18.0,12,5.0,8,0
2,40,408,700.0,1,0,0,90.0,50,15.0,100.0,60,10.0,90.0,60,5.0,5.0,2,1.0,9,0
27,130,510,2500.0,0,1,20,220.0,110,35.0,240.0,110,18.0,230.0,110,10.0,11.0,6,3.0,0,0
30,140,415,2600.0,0,0,0,230.0,120,36.0,250.0,115,19.0,260.0,115,11.0,12.0,7,3.2,1,0
5,60,408,1200.0,1,1,30,140.0,80,25.0,170.0,90,15.0,160.0,90,8.0,9.0,5,2.5,2,0
39,190,510,3500.0,0,0,0,260.0,140,38.0,280.0,130,22.0,300.0,130,12.0,16.0,10,4.0,3,0
14,90,415,1700.0,0,0,0,170.0,90,28.0,190.0,90,15.0,170.0,90,8.0,9.0,5,2.5,4,0
22,110,408,2000.0,0,1,5,190.0,110,33.0,210.0,100,17.0,200.0,100,9.0,10.0,6,3.0,5,0
36,170,510,3000.0,0,0,0,260.0,140,40.0,270.0,120,22.0,260.0,120,11.0,13.0,8,4.0,6,0
8,70,415,1400.0,0,1,15,150.0,80,25.0,170.0,90,15.0,160.0,90,8.0,9.0,5,2.5,7,0
41,200,408,3800.0,0,0,0,310.0,150,48.0,320.0,140,24.0,310.0,140,13.0,17.0,11,4.8,8,0
3,30,510,800.0,1,0,0,80.0,40,10.0,90.0,50,8.0,80.0,50,4.0,4.0,2,1.0,9,0
18,120,415,2100.0,0,1,10,210.0,110,35.0,240.0,110,18.0,230.0,110,10.0,11.0,6,3.0,0,0
25,140,408,2400.0,0,0,0,220.0,110,35.0,240.0,110,18.0,230.0,110,10.0,11.0,6,3.0,1,0
40,190,510,3500.0,0,1,5,280.0,140,42.0,280.0,120,22.0,260.0,120,11.0,13.0,8,4.0,2,0
17,110,415,1900.0,0,0,0,180.0,90,30.0,200.0,90,15.0,190.0,90,8.0,9.0,5,2.5,3,0
23,100,408,2100.0,0,1,5,190.0,110,33.0,210.0,100,17.0,200.0,100,9.0,10.0,6,3.0,4,0
31,140,510,2600.0,0,0,0,230.0,120,36.0,250.0,115,19.0,260.0,115,11.0,12.0,7,3.2,5,0
12,78,415,2600.0,0,0,4,190.0,110,28.0,210.0,100,16.0,200.0,90,8.0,10.0,4,2.0,2,0
33,140,510,3800.0,1,0,8,240.0,120,30.0,250.0,120,20.0,270.0,110,9.0,12.0,6,3.0,3,0
7,55,408,1400.0,0,1,1,100.0,60,12.0,80.0,60,10.0,110.0,50,5.0,7.0,2,1.0,4,0
42,190,415,4400.0,0,0,7,310.0,140,40.0,310.0,140,24.0,340.0,150,14.0,17.0,11,4.5,5,1
25,110,510,2600.0,0,0,3,180.0,100,20.0,190.0,90,12.0,210.0,80,7.0,9.0,4,2.5,6,0
15,80,415,2000.0,1,1,5,140.0,70,15.0,120.0,70,14.0,140.0,70,6.0,8.0,3,1.5,7,0
48,220,510,4700.0,0,0,10,330.0,150,45.0,330.0,140,26.0,350.0,140,13.0,16.0,10,4.0,8,1
4,40,408,1100.0,0,0,0,80.0,50,10.0,70.0,50,8.0,90.0,50,4.0,6.0,1,0.8,9,0
35,160,415,4100.0,1,0,8,260.0,130,35.0,260.0,120,20.0,280.0,120,10.0,12.0,7,3.0,0,0
12,55,510,1500.0,0,1,2,120.0,70,15.0,90.0,70,12.0,140.0,70,6.0,8.0,3,1.5,1,0
27,95,415,2800.0,0,0,4,190.0,90,25.0,210.0,100,16.0,200.0,90,8.0,10.0,4,2.0,2,0
41,210,510,4600.0,0,1,9,320.0,140,40.0,310.0,140,24.0,340.0,150,14.0,17.0,11,4.5,3,1
5,45,408,1300.0,0,0,1,90.0,60,12.0,80.0,60,10.0,110.0,50,5.0,7.0,2,1.0,4,0
36,140,415,3500.0,1,0,7,240.0,120,30.0,250.0,120,20.0,270.0,110,9.0,12.0,6,3.0,5,0
8,55,510,1700.0,0,1,3,140.0,70,15.0,120.0,70,14.0,140.0,70,6.0,8.0,3,1.5,6,0
49,230,415,4800.0,0,0,12,340.0,160,55.0,350.0,155,28.0,360.0,160,16.0,19.0,15,5.0,7,1
3,35,408,1200.0,0,0,0,80.0,40,10.0,70.0,50,8.0,90.0,50,4.0,6.0,1,0.8,8,0
28,100,415,3000.0,1,0,5,200.0,90,25.0,200.0,100,16.0,200.0,90,8.0,10.0,4,2.0,9,0
13,60,510,1900.0,0,1,2,140.0,70,15.0,120.0,70,14.0,140.0,70,6.0,8.0,3,1.5,0,0
39,170,415,4200.0,1,0,9,260.0,130,35.0,260.0,120,20.0,280.0,120,10.0,12.0,7,3.0,1,0
6,50,408,1400.0,0,0,1,90.0,60,12.0,80.0,60,10.0,110.0,50,5.0,7.0,2,1.0,2,0
44,210,510,4700.0,0,1,10,330.0,150,45.0,330.0,140,26.0,350.0,140,13.0,16.0,10,4.0,3,1
1,30,415,1000.0,0,0,0,70.0,40,8.0,60.0,40,6.0,80.0,40,3.0,5.0,1,0.5,4,0
32,140,415,3600.0,1,0,6,250.0,110,30.0,240.0,110,18.0,260.0,110,9.0,11.0,5,2.5,5,0
23,90,510,2600.0,0,0,3,180.0,100,20.0,190.0,95,12.0,210.0,80,7.0,9.0,4,2.5,6,0
17,80,415,2000.0,1,1,5,140.0,70,15.0,120.0,70,14.0,140.0,70,6.0,8.0,3,1.5,7,0
47,220,510,4700.0,0,0,10,330.0,150,45.0,330.0,140,26.0,350.0,140,13.0,16.0,10,4.0,8,1
29,110,415,2900.0,0,1,5,200.0,95,27.0,220.0,105,18.0,210.0,95,9.0,11.0,5,2.5,3,0
43,215,510,4650.0,1,0,8,325.0,145,42.0,315.0,145,26.0,345.0,155,15.0,18.0,12,4.8,4,1
6,55,408,1350.0,0,0,2,95.0,65,13.0,85.0,65,12.0,115.0,55,6.0,8.0,3,1.5,5,0
38,145,415,3550.0,1,0,9,245.0,125,32.0,255.0,125,22.0,275.0,115,10.0,13.0,7,3.5,6,0
9,60,510,1750.0,0,1,4,145.0,75,16.0,125.0,75,15.0,145.0,75,7.0,9.0,4,1.8,7,0
50,235,415,4850.0,0,0,13,345.0,165,56.0,355.0,160,29.0,365.0,165,17.0,20.0,16,5.2,8,1
4,38,408,1250.0,0,0,1,85.0,45,11.0,75.0,55,9.0,95.0,55,4.5,6.5,2,0.9,9,0
30,105,415,3050.0,1,0,6,205.0,95,26.0,205.0,105,17.0,205.0,95,9.0,11.0,5,2.3,0,0
14,65,510,1950.0,0,1,3,145.0,75,16.0,125.0,75,15.0,145.0,75,7.0,9.0,4,1.7,1,0
40,175,415,4250.0,1,0,10,265.0,135,36.0,265.0,125,21.0,285.0,125,11.0,13.0,8,3.3,2,0
22,110,415,2600.0,0,0,12,190.0,95,32.0,210.0,105,18.0,220.0,110,9.5,11.0,5,3.0,1,0
5,45,510,1500.0,0,1,4,120.0,60,25.0,140.0,80,12.0,150.0,70,7.0,8.0,3,2.5,0,0
48,200,408,4000.0,0,0,20,300.0,140,45.0,320.0,140,25.0,350.0,150,12.0,15.0,10,4.5,2,0
30,150,415,3500.0,0,1,8,250.0,110,35.0,260.0,120,20.0,280.0,120,10.0,12.0,6,3.2,3,0
12,70,510,2000.0,0,0,6,140.0,80,28.0,170.0,90,15.0,190.0,90,8.0,9.0,4,2.8,4,0
47,220,408,4900.0,0,0,30,350.0,160,55.0,360.0,155,30.0,370.0,165,14.0,17.0,13,5.0,7,0
27,90,415,2700.0,0,1,10,200.0,100,30.0,220.0,110,19.0,240.0,115,9.0,11.0,5,3.1,6,0
4,25,510,1200.0,0,0,2,100.0,50,20.0,120.0,70,10.0,140.0,60,6.0,7.0,2,1.8,7,0
45,180,408,4200.0,0,0,18,310.0,130,48.0,310.0,145,27.0,340.0,155,12.5,14.0,9,4.2,8,0
19,60,415,2200.0,0,1,5,160.0,70,26.0,180.0,95,14.0,200.0,85,7.5,9.0,3,2.4,0,0
33,140,510,3100.0,0,0,15,210.0,90,33.0,240.0,115,18.0,260.0,110,9.0,11.0,5,3.3,1,0
8,35,415,1400.0,0,1,3,110.0,55,22.0,130.0,75,12.0,150.0,65,6.5,8.0,2,1.5,2,0
41,190,408,4600.0,0,0,22,320.0,140,49.0,330.0,150,29.0,360.0,160,13.0,15.0,11,4.7,3,0
15,55,510,1900.0,0,0,7,140.0,80,27.0,170.0,90,15.0,190.0,90,8.0,9.0,4,2.9,4,0
28,120,415,2800.0,0,1,9,210.0,95,34.0,230.0,110,17.0,250.0,105,9.2,10.0,5,3.0,5,0
2,10,415,800.0,0,0,1,70.0,30,15.0,80.0,50,8.0,90.0,40,4.0,5.0,1,1.2,6,0
23,110,510,2600.0,0,1,12,190.0,95,32.0,210.0,105,18.0,220.0,110,9.5,11.0,5,3.0,0,0
9,40,415,1300.0,0,0,4,120.0,60,24.0,140.0,80,12.0,150.0,70,7.0,8.0,3,2.5,3,0
36,170,408,4300.0,0,0,20,310.0,130,48.0,310.0,145,27.0,340.0,155,12.5,14.0,9,4.2,2,0
14,65,510,1900.0,0,1,6,140.0,80,27.0,170.0,90,15.0,190.0,90,8.0,9.0,4,2.9,4,0
31,140,415,3000.0,0,0,14,200.0,90,33.0,240.0,115,18.0,260.0,110,9.0,11.0,5,3.3,4,0
42,210,408,4700.0,0,0,28,330.0,140,49.0,330.0,150,29.0,360.0,160,13.0,15.0,11,4.7,5,0
6,20,510,900.0,0,0,2,80.0,40,18.0,100.0,60,9.0,120.0,50,5.0,6.0,1,1.5,6,0
24,95,415,2500.0,0,1,10,180.0,85,31.0,200.0,100,16.0,230.0,95,8.5,10.0,4,2.8,7,0
39,160,408,4400.0,0,0,22,310.0,140,48.0,310.0,145,27.0,340.0,155,12.5,14.0,9,4.2,8,0
18,70,510,2100.0,0,1,8,170.0,75,29.0,190.0,95,15.0,210.0,90,8.0,9.0,4,2.7,0,0
27,130,415,2900.0,0,0,12,210.0,95,34.0,240.0,110,18.0,260.0,110,9.0,11.0,5,3.2,1,0
3,15,415,700.0,0,0,1,60.0,35,12.0,70.0,45,7.0,80.0,35,3.0,4.0,1,0.8,2,0
34,190,408,4600.0,0,0,25,320.0,140,49.0,330.0,150,29.0,360.0,160,13.0,15.0,11,4.7,3,0
11,50,510,1700.0,0,1,5,140.0,80,27.0,170.0,90,15.0,190.0,90,8.0,9.0,4,2.9,4,0
40,200,408,4800.0,0,0,28,350.0,160,55.0,360.0,155,30.0,370.0,165,14.0,17.0,13,5.0,5,0
7,25,415,1100.0,0,0,3,90.0,45,20.0,110.0,70,11.0,140.0,65,6.0,7.0,2,1.6,6,0
44,210,408,4700.0,0,0,27,330.0,140,49.0,330.0,150,29.0,360.0,160,13.0,15.0,11,4.7,7,0
20,80,510,2300.0,0,1,9,180.0,90,32.0,210.0,105,18.0,220.0,110,9.5,11.0,5,3.0,8,0
13,55,415,1900.0,0,0,6,140.0,80,27.0,170.0,90,15.0,190.0,90,8.0,9.0,4,2.9,0,0
29,140,415,2800.0,0,1,11,210.0,95,34.0,240.0,110,18.0,260.0,110,9.0,11.0,5,3.2,1,0
5,30,510,1200.0,0,0,2,100.0,50,20.0,120.0,70,10.0,140.0,60,6.0,7.0,2,1.8,2,0
46,230,408,4900.0,0,0,32,360.0,170,57.0,370.0,160,31.0,380.0,170,15.0,18.0,14,5.2,3,0
17,75,510,2100.0,0,1,7,170.0,75,29.0,190.0,95,15.0,210.0,90,8.0,9.0,4,2.7,4,0
32,140,415,3100.0,0,0,13,210.0,90,33.0,240.0,115,18.0,260.0,110,9.0,11.0,5,3.3,5,0
1,5,415,500.0,0,0,0,40.0,20,10.0,50.0,30,5.0,60.0,25,2.0,3.0,0,0.5,6,0
38,210,408,4700.0,0,0,28,330.0,140,49.0,330.0,150,29.0,360.0,160,13.0,15.0,11,4.7,7,0
22,100,510,2600.0,0,1,12,190.0,95,32.0,210.0,105,18.0,220.0,110,9.5,11.0,5,3.0,8,0
23,120,415,2800.0,0,0,10,210.0,95,34.0,240.0,110,18.0,260.0,110,9.0,11.0,5,3.2,0,0
30,140,415,3000.0,0,0,14,200.0,90,33.0,240.0,115,18.0,260.0,110,9.0,11.0,5,3.3,1,0
12,55,510,1900.0,0,1,6,140.0,80,27.0,170.0,90,15.0,190.0,90,8.0,9.0,4,2.9,2,0
35,170,408,4200.0,0,0,18,310.0,130,48.0,310.0,145,27.0,340.0,155,12.5,14.0,9,4.2,4,0
27,110,510,2600.0,0,1,12,190.0,95,32.0,210.0,105,18.0,220.0,110,9.5,11.0,5,3.0,5,0
27,110,415,2600.0,0,1,5,190.0,95,32.0,210.0,110,18.0,220.0,100,9.5,12.0,5,3.0,1,0
12,45,408,1800.0,0,0,0,80.0,70,15.0,250.0,90,20.0,260.0,120,11.0,8.0,3,2.5,0,0
42,200,510,4000.0,1,1,12,300.0,140,45.0,180.0,120,25.0,150.0,80,7.0,15.0,6,4.0,2,1
5,20,415,800.0,0,0,0,30.0,25,5.0,300.0,140,28.0,350.0,150,15.0,18.0,10,5.0,3,0
35,150,415,3500.0,0,1,8,220.0,110,35.0,190.0,95,17.0,210.0,95,9.0,11.0,4,3.0,1,0
23,80,408,2100.0,0,0,0,140.0,60,20.0,260.0,115,22.0,240.0,110,10.0,9.0,3,2.8,0,0
48,220,510,4800.0,1,1,15,330.0,150,55.0,170.0,130,27.0,140.0,70,6.0,14.0,5,4.5,2,1
9,30,415,1200.0,0,0,0,50.0,35,10.0,280.0,125,24.0,320.0,140,13.0,16.0,8,5.0,4,0
31,110,408,2700.0,0,1,10,250.0,90,38.0,200.0,105,19.0,190.0,95,8.0,12.0,4,3.2,1,0
16,60,510,1500.0,0,0,0,70.0,45,12.0,310.0,135,26.0,330.0,145,14.0,17.0,9,5.0,5,0
22,95,415,2200.0,0,1,7,180.0,80,28.0,240.0,110,21.0,210.0,100,9.0,10.0,4,3.0,6,0
39,170,408,4300.0,1,1,20,310.0,140,48.0,160.0,125,28.0,130.0,70,7.0,13.0,5,4.0,2,1
4,10,415,500.0,0,0,0,20.0,15,4.0,350.0,150,30.0,360.0,160,16.0,19.0,10,5.2,0,0
28,140,510,3200.0,0,1,8,260.0,110,38.0,190.0,100,18.0,200.0,90,9.0,11.0,4,3.5,1,0
13,55,415,1400.0,0,0,0,60.0,40,12.0,280.0,130,25.0,310.0,140,13.0,16.0,8,5.0,8,0
47,210,408,4700.0,1,1,18,340.0,155,52.0,150.0,120,27.0,120.0,65,6.0,12.0,5,4.0,2,1
7,25,415,900.0,0,0,0,40.0,20,6.0,330.0,140,29.0,340.0,155,15.0,18.0,9,5.1,9,0
34,160,510,3600.0,0,1,11,280.0,120,42.0,170.0,105,19.0,190.0,95,9.0,10.0,4,3.3,0,0
20,90,415,1900.0,0,0,0,110.0,70,18.0,260.0,120,24.0,300.0,140,13.0,17.0,8,5.0,1,0
41,190,408,4400.0,1,1,22,320.0,150,50.0,140.0,110,26.0,130.0,70,7.0,13.0,5,4.0,2,1
2,5,415,300.0,0,0,0,10.0,5,1.0,350.0,150,30.0,360.0,160,16.0,19.0,10,5.2,0,0
26,120,510,3100.0,0,1,6,230.0,95,35.0,210.0,95,17.0,220.0,100,10.0,11.0,4,3.4,1,0
18,85,415,2100.0,0,0,0,120.0,80,22.0,250.0,110,21.0,240.0,110,11.0,12.0,5,3.6,3,0
44,200,408,4600.0,1,1,25,350.0,160,55.0,140.0,115,28.0,120.0,70,6.0,13.0,5,4.0,2,1
14,70,415,1700.0,0,0,0,90.0,60,18.0,280.0,130,24.0,310.0,140,13.0,16.0,8,5.0,4,0
30,140,510,3300.0,0,1,9,260.0,110,38.0,190.0,100,18.0,200.0,90,9.0,11.0,4,3.5,1,0
8,35,415,1100.0,0,0,0,50.0,35,10.0,280.0,125,24.0,320.0,140,13.0,16.0,8,5.0,5,0
36,190,408,4500.0,1,1,23,330.0,150,52.0,150.0,120,27.0,120.0,65,6.0,12.0,5,4.0,2,1
1,2,415,200.0,0,0,0,5.0,2,0.5,350.0,150,30.0,360.0,160,16.0,19.0,10,5.2,0,0
24,110,510,2800.0,0,1,7,200.0,90,30.0,220.0,105,19.0,210.0,100,10.0,11.0,4,3.4,1,0
19,95,415,2400.0,0,0,0,140.0,80,22.0,260.0,110,21.0,240.0,110,11.0,12.0,5,3.6,3,0
42,210,408,4600.0,1,1,24,340.0,155,50.0,140.0,110,26.0,130.0,70,7.0,13.0,5,4.0,2,1
3,8,415,400.0,0,0,0,15.0,5,1.0,350.0,150,30.0,360.0,160,16.0,19.0,10,5.2,0,0
27,120,510,3100.0,0,1,6,230.0,95,35.0,210.0,95,17.0,220.0,100,10.0,11.0,4,3.4,1,0
15,70,415,1700.0,0,0,0,90.0,60,18.0,280.0,130,24.0,310.0,140,13.0,16.0,8,5.0,4,0
38,180,408,4400.0,1,1,22,330.0,150,50.0,140.0,110,26.0,130.0,70,7.0,13.0,5,4.0,2,1
5,15,415,600.0,0,0,0,25.0,10,5.0,340.0,140,29.0,350.0,155,15.0,18.0,9,5.1,9,0
32,140,510,3200.0,0,1,8,260.0,110,38.0,190.0,100,18.0,200.0,90,9.0,11.0,4,3.5,1,0
21,90,415,2000.0,0,0,0,110.0,70,18.0,260.0,120,24.0,300.0,140,13.0,17.0,8,5.0,1,0
46,220,408,4700.0,1,1,20,330.0,150,52.0,150.0,120,27.0,120.0,65,6.0,12.0,5,4.0,2,1
0,5,415,300.0,0,0,0,10.0,5,1.0,350.0,150,30.0,360.0,160,16.0,19.0,10,5.2,0,0
29,130,510,3000.0,0,1,7,210.0,90,28.0,220.0,105,19.0,210.0,100,10.0,11.0,4,3.4,1,0
11,60,415,1500.0,0,0,0,70.0,45,12.0,310.0,135,26.0,330.0,145,14.0,17.0,9,5.0,5,0
23,95,415,2200.0,0,1,7,180.0,80,28.0,240.0,110,21.0,210.0,100,9.0,10.0,4,3.0,6,0
37,190,408,4600.0,1,1,25,350.0,160,55.0,140.0,115,28.0,120.0,70,6.0,13.0,5,4.0,2,1
31,140,510,3300.0,0,1,9,260.0,110,38.0,190.0,100,18.0,200.0,90,9.0,11.0,4,3.5,1,0
6,20,415,800.0,0,0,0,40.0,20,6.0,330.0,140,29.0,340.0,155,15.0,18.0,9,5.1,9,0
17,85,415,2100.0,0,0,0,120.0,80,22.0,250.0,110,21.0,240.0,110,11.0,12.0,5,3.6,3,0
45,210,408,4600.0,1,1,23,340.0,155,50.0,140.0,110,26.0,130.0,70,7.0,13.0,5,4.0,2,1
12,110,415,2800.0,0,0,0,190.5,95,28.3,210.2,102,15.8,220.4,110,8.7,9.5,5,2.1,1,0
37,150,408,3100.0,0,1,2,250.0,120,35.0,180.0,90,18.0,260.0,140,10.0,12.0,6,3.0,0,0
